time,current
0,0
0.0058594,-5.0643e-08
0.069336,-2.9528e-08
0.13281,-2.7821e-08
0.19531,-2.8263e-08
0.25293,-2.9467e-08
0.31641,-3.1261e-08
0.38086,-3.3218e-08
0.4375,-3.5358e-08
0.49316,-3.7952e-08
0.55664,-4.074e-08
0.62012,-4.345e-08
0.6875,-4.6957e-08
0.75098,-5.0171e-08
0.81445,-5.3471e-08
0.87793,-5.6875e-08
0.94141,-5.9996e-08
0.99805,-6.36e-08
1.0625,-6.7269e-08
1.126,-7.0964e-08
1.1904,-7.4195e-08
1.2471,-7.7792e-08
1.3105,-8.152e-08
1.3848,-8.5799e-08
1.4482,-8.9307e-08
1.5117,-9.269e-08
1.5684,-9.637e-08
1.6328,-1.0003e-07
1.6963,-1.0367e-07
1.7598,-1.0727e-07
1.8232,-1.1085e-07
1.8877,-1.1424e-07
1.9434,-1.1752e-07
2.001,-1.209e-07
2.0752,-1.2494e-07
2.1387,-1.2842e-07
2.2021,-1.3181e-07
2.2656,-1.3526e-07
2.3291,-1.3859e-07
2.3936,-1.418e-07
2.457,-1.4479e-07
2.5137,-1.4764e-07
2.5713,-1.5049e-07
2.6279,-1.5338e-07
2.6846,-1.5645e-07
2.7598,-1.6002e-07
2.8232,-1.6294e-07
2.8867,-1.6597e-07
2.9502,-1.6889e-07
3.0146,-1.714e-07
3.0703,-1.7432e-07
3.1338,-1.7697e-07
3.1982,-1.7968e-07
3.2617,-1.8232e-07
3.3252,-1.8485e-07
3.3887,-1.8728e-07
3.4561,-1.9017e-07
3.5186,-1.927e-07
3.583,-1.9498e-07
3.6465,-1.9722e-07
3.7041,-1.9949e-07
3.7676,-2.0162e-07
3.8242,-2.0375e-07
3.8887,-2.0607e-07
3.9521,-2.0785e-07
4.0088,-2.0988e-07
4.0664,-2.1191e-07
4.1406,-2.1424e-07
4.2041,-2.1616e-07
4.2676,-2.1799e-07
4.3311,-2.1973e-07
4.3936,-2.2153e-07
4.458,-2.2324e-07
4.5146,-2.2498e-07
4.5781,-2.2684e-07
4.6416,-2.2833e-07
4.6992,-2.3008e-07
4.7627,-2.3151e-07
4.8311,-2.3351e-07
4.8936,-2.3483e-07
4.9512,-2.3621e-07
5.0146,-2.3766e-07
5.0713,-2.3932e-07
5.1357,-2.4062e-07
5.1914,-2.4193e-07
5.248,-2.4324e-07
5.3125,-2.4467e-07
5.376,-2.4576e-07
5.4326,-2.4703e-07
5.5068,-2.4852e-07
5.5703,-2.4946e-07
5.627,-2.5073e-07
5.6836,-2.5174e-07
5.7412,-2.529e-07
5.8047,-2.5412e-07
5.8682,-2.5514e-07
5.9258,-2.5609e-07
5.9824,-2.5695e-07
6.0381,-2.5798e-07
6.1025,-2.5891e-07
6.1699,-2.5994e-07
6.2324,-2.6088e-07
6.29,-2.6176e-07
6.3535,-2.6269e-07
6.4092,-2.6356e-07
6.4727,-2.6428e-07
6.5303,-2.6518e-07
6.5938,-2.6607e-07
6.6572,-2.668e-07
6.7207,-2.6783e-07
6.7852,-2.684e-07
6.8525,-2.6919e-07
6.916,-2.6979e-07
6.9795,-2.7069e-07
7.043,-2.7111e-07
7.1006,-2.7177e-07
7.1641,-2.725e-07
7.2275,-2.7312e-07
7.29,-2.7379e-07
7.3545,-2.7436e-07
7.418,-2.7481e-07
7.4746,-2.7574e-07
7.5518,-2.7633e-07
7.6143,-2.7689e-07
7.6719,-2.7725e-07
7.7285,-2.7777e-07
7.792,-2.785e-07
7.8555,-2.7896e-07
7.9189,-2.7951e-07
7.9756,-2.7964e-07
8.04,-2.8013e-07
8.0957,-2.8063e-07
8.1592,-2.8118e-07
8.2334,-2.8162e-07
8.2969,-2.8199e-07
8.3604,-2.8245e-07
8.4248,-2.8277e-07
8.4883,-2.832e-07
8.5518,-2.8357e-07
8.6094,-2.8399e-07
8.6729,-2.8441e-07
8.7295,-2.8457e-07
8.7852,-2.8502e-07
8.8418,-2.8521e-07
8.918,-2.8557e-07
8.9814,-2.8585e-07
9.0449,-2.8604e-07
9.1025,-2.8616e-07
9.1582,-2.8644e-07
9.2207,-2.867e-07
9.2852,-2.8724e-07
9.3486,-2.8736e-07
9.4121,-2.8762e-07
9.4688,-2.8777e-07
9.5332,-2.8811e-07
9.6094,-2.8834e-07
9.6719,-2.8845e-07
9.7295,-2.8872e-07
9.793,-2.8904e-07
9.8564,-2.8906e-07
9.9189,-2.8927e-07
9.9834,-2.895e-07
10.047,-2.8963e-07
10.103,-2.8983e-07
10.166,-2.8999e-07
10.223,-2.9024e-07
10.297,-2.9041e-07
10.36,-2.905e-07
10.424,-2.9063e-07
10.488,-2.9073e-07
10.552,-2.9086e-07
10.615,-2.9102e-07
10.679,-2.9101e-07
10.736,-2.9124e-07
10.8,-2.912e-07
10.856,-2.9127e-07
10.921,-2.9146e-07
10.996,-2.9148e-07
11.059,-2.9158e-07
11.122,-2.915e-07
11.186,-2.9167e-07
11.25,-2.9161e-07
11.306,-2.9173e-07
11.369,-2.9179e-07
11.433,-2.9186e-07
11.489,-2.9182e-07
11.547,-2.9206e-07
11.604,-2.9201e-07
11.672,-2.9206e-07
11.734,-2.9205e-07
11.792,-2.9212e-07
11.849,-2.9214e-07
11.905,-2.9209e-07
11.97,-2.9201e-07
12.033,-2.9213e-07
12.097,-2.9215e-07
12.154,-2.9212e-07
12.218,-2.9211e-07
12.273,-2.9203e-07
12.342,-2.9237e-07
12.405,-2.9248e-07
12.469,-2.9219e-07
12.532,-2.9241e-07
12.596,-2.9231e-07
12.658,-2.9235e-07
12.716,-2.9232e-07
12.779,-2.9232e-07
12.837,-2.9238e-07
12.893,-2.9224e-07
12.956,-2.9212e-07
13.031,-2.9237e-07
13.095,-2.9215e-07
13.158,-2.9198e-07
13.222,-2.9198e-07
13.285,-2.9205e-07
13.342,-2.919e-07
13.406,-2.9201e-07
13.47,-2.9201e-07
13.534,-2.9192e-07
13.598,-2.9163e-07
13.662,-2.9145e-07
13.73,-2.9143e-07
13.794,-2.9154e-07
13.851,-2.9156e-07
13.907,-2.9147e-07
13.964,-2.9133e-07
14.028,-2.9115e-07
14.093,-2.9123e-07
14.148,-2.9119e-07
14.212,-2.9118e-07
14.275,-2.9095e-07
14.332,-2.9101e-07
14.407,-2.9094e-07
14.47,-2.9085e-07
14.533,-2.9081e-07
14.597,-2.9075e-07
14.66,-2.9057e-07
14.724,-2.9051e-07
14.781,-2.9046e-07
14.845,-2.9032e-07
14.9,-2.9038e-07
14.958,-2.9043e-07
15.021,-2.9011e-07
15.098,-2.8998e-07
15.16,-2.8987e-07
15.225,-2.8963e-07
15.288,-2.8947e-07
15.346,-2.8946e-07
15.409,-2.8936e-07
15.467,-2.8923e-07
15.522,-2.8903e-07
15.586,-2.8889e-07
15.649,-2.8895e-07
15.706,-2.8886e-07
15.782,-2.8864e-07
15.845,-2.8833e-07
15.901,-2.8835e-07
15.966,-2.8848e-07
16.029,-2.8835e-07
16.093,-2.8819e-07
16.156,-2.8793e-07
16.22,-2.8786e-07
16.277,-2.8778e-07
16.341,-2.8767e-07
16.404,-2.8751e-07
16.472,-2.874e-07
16.534,-2.874e-07
16.599,-2.8723e-07
16.654,-2.8709e-07
16.712,-2.8702e-07
16.775,-2.8688e-07
16.832,-2.8677e-07
16.889,-2.8657e-07
16.952,-2.8636e-07
17.017,-2.8626e-07
17.08,-2.8622e-07
17.155,-2.8609e-07
17.219,-2.8593e-07
17.282,-2.8563e-07
17.346,-2.8538e-07
17.409,-2.852e-07
17.467,-2.8508e-07
17.53,-2.8512e-07
17.594,-2.8495e-07
17.657,-2.8481e-07
17.722,-2.8473e-07
17.785,-2.8461e-07
17.852,-2.8445e-07
17.914,-2.8424e-07
17.979,-2.8407e-07
18.042,-2.8403e-07
18.098,-2.8376e-07
18.161,-2.8384e-07
18.225,-2.837e-07
18.288,-2.8364e-07
18.352,-2.833e-07
18.416,-2.8323e-07
18.473,-2.8318e-07
18.551,-2.8291e-07
18.613,-2.8283e-07
18.67,-2.8272e-07
18.733,-2.8257e-07
18.798,-2.8216e-07
18.86,-2.8203e-07
18.925,-2.8204e-07
18.988,-2.8199e-07
19.044,-2.8184e-07
19.107,-2.8167e-07
19.164,-2.8166e-07
19.238,-2.8137e-07
19.301,-2.8118e-07
19.364,-2.8096e-07
19.428,-2.8089e-07
19.492,-2.8086e-07
19.549,-2.8057e-07
19.613,-2.8047e-07
19.677,-2.8044e-07
19.734,-2.8009e-07
19.79,-2.7999e-07
19.847,-2.7997e-07
19.922,-2.7963e-07
19.984,-2.796e-07
20.049,-2.7954e-07
20.105,-2.7944e-07
20.163,-2.7933e-07
20.219,-2.7922e-07
20.282,-2.7915e-07
20.347,-2.7895e-07
20.409,-2.7892e-07
20.467,-2.7857e-07
20.53,-2.7873e-07
20.605,-2.7844e-07
20.669,-2.7817e-07
20.732,-2.7796e-07
20.797,-2.7778e-07
20.859,-2.7759e-07
20.924,-2.7743e-07
20.987,-2.7734e-07
21.043,-2.7713e-07
21.105,-2.7703e-07
21.17,-2.7696e-07
21.227,-2.7664e-07
21.302,-2.7636e-07
21.364,-2.7616e-07
21.428,-2.7613e-07
21.491,-2.7588e-07
21.555,-2.7558e-07
21.618,-2.7563e-07
21.676,-2.7554e-07
21.739,-2.754e-07
21.796,-2.7524e-07
21.854,-2.7511e-07
21.917,-2.7484e-07
21.993,-2.7478e-07
22.056,-2.7458e-07
22.12,-2.7435e-07
22.184,-2.7424e-07
22.241,-2.7395e-07
22.305,-2.7391e-07
22.362,-2.7402e-07
22.426,-2.7369e-07
22.49,-2.735e-07
22.553,-2.7341e-07
22.617,-2.7332e-07
22.686,-2.7294e-07
22.749,-2.7286e-07
22.806,-2.7281e-07
22.862,-2.7254e-07
22.926,-2.7246e-07
22.989,-2.7238e-07
23.053,-2.7215e-07
23.117,-2.7178e-07
23.173,-2.7169e-07
23.236,-2.7173e-07
23.292,-2.7159e-07
23.366,-2.715e-07
23.43,-2.7111e-07
23.492,-2.7097e-07
23.557,-2.7075e-07
23.619,-2.7053e-07
23.684,-2.7041e-07
23.739,-2.7038e-07
23.803,-2.701e-07
23.858,-2.6999e-07
23.922,-2.6958e-07
23.978,-2.6968e-07
24.045,-2.6947e-07
24.108,-2.6926e-07
24.172,-2.6903e-07
24.236,-2.6903e-07
24.3,-2.6856e-07
24.357,-2.6853e-07
24.421,-2.6851e-07
24.484,-2.6831e-07
24.54,-2.6813e-07
24.597,-2.6806e-07
24.661,-2.6792e-07
24.737,-2.6769e-07
24.801,-2.6751e-07
24.863,-2.6737e-07
24.92,-2.6726e-07
24.983,-2.6733e-07
25.048,-2.6703e-07
25.111,-2.6679e-07
25.176,-2.6665e-07
25.231,-2.6636e-07
25.295,-2.6614e-07
25.351,-2.6621e-07
25.425,-2.6593e-07
25.488,-2.6591e-07
25.552,-2.6591e-07
25.616,-2.657e-07
25.68,-2.6533e-07
25.744,-2.6497e-07
25.8,-2.6481e-07
25.863,-2.6485e-07
25.927,-2.6471e-07
25.983,-2.6461e-07
26.048,-2.6454e-07
26.123,-2.6404e-07
26.187,-2.6394e-07
26.25,-2.6396e-07
26.314,-2.6376e-07
26.378,-2.6362e-07
26.436,-2.6331e-07
26.499,-2.6325e-07
26.556,-2.6301e-07
26.62,-2.6291e-07
26.684,-2.6269e-07
26.748,-2.627e-07
26.823,-2.6242e-07
26.887,-2.6228e-07
26.95,-2.6206e-07
27.014,-2.6208e-07
27.069,-2.6165e-07
27.132,-2.6162e-07
27.188,-2.6151e-07
27.244,-2.613e-07
27.308,-2.6121e-07
27.371,-2.6102e-07
27.429,-2.6073e-07
27.503,-2.6065e-07
27.565,-2.6056e-07
27.623,-2.6033e-07
27.687,-2.6022e-07
27.749,-2.5989e-07
27.813,-2.5987e-07
27.877,-2.5992e-07
27.941,-2.5988e-07
27.998,-2.5958e-07
28.062,-2.5952e-07
28.118,-2.5921e-07
28.187,-2.5906e-07
28.25,-2.5901e-07
28.313,-2.586e-07
28.378,-2.5869e-07
28.441,-2.5841e-07
28.499,-2.5828e-07
28.562,-2.5812e-07
28.626,-2.5797e-07
28.683,-2.5802e-07
28.746,-2.5779e-07
28.81,-2.5754e-07
28.885,-2.5728e-07
28.948,-2.5712e-07
29.005,-2.5715e-07
29.062,-2.5699e-07
29.126,-2.5696e-07
29.189,-2.5671e-07
29.253,-2.5659e-07
29.31,-2.5642e-07
29.374,-2.5634e-07
29.438,-2.5616e-07
29.493,-2.5601e-07
29.567,-2.5572e-07
29.631,-2.556e-07
29.693,-2.555e-07
29.75,-2.5519e-07
29.813,-2.5512e-07
29.878,-2.5496e-07
29.941,-2.5476e-07
30.006,-2.546e-07
30.062,-2.5455e-07
30.125,-2.5428e-07
30.188,-2.5415e-07
30.256,-2.54e-07
30.319,-2.5398e-07
30.383,-2.5397e-07
30.446,-2.5362e-07
30.51,-2.5351e-07
30.573,-2.5352e-07
30.63,-2.5331e-07
30.688,-2.5314e-07
30.743,-2.5308e-07
30.807,-2.5292e-07
30.87,-2.5285e-07
30.944,-2.5255e-07
31.008,-2.5259e-07
31.064,-2.5228e-07
31.12,-2.5206e-07
31.184,-2.5199e-07
31.239,-2.5182e-07
31.303,-2.5154e-07
31.367,-2.5144e-07
31.431,-2.5137e-07
31.494,-2.5118e-07
31.558,-2.5099e-07
31.626,-2.5073e-07
31.689,-2.5075e-07
31.746,-2.5078e-07
31.804,-2.505e-07
31.867,-2.5027e-07
31.93,-2.502e-07
31.994,-2.4985e-07
32.058,-2.4977e-07
32.122,-2.4972e-07
32.179,-2.4968e-07
32.243,-2.4961e-07
32.318,-2.4948e-07
32.381,-2.4911e-07
32.444,-2.4911e-07
32.501,-2.4882e-07
32.564,-2.4855e-07
32.629,-2.4839e-07
32.685,-2.4831e-07
32.748,-2.482e-07
32.804,-2.481e-07
32.867,-2.478e-07
32.932,-2.4767e-07
33.006,-2.4757e-07
33.068,-2.4741e-07
33.133,-2.4722e-07
33.196,-2.4699e-07
33.254,-2.4705e-07
33.317,-2.4684e-07
33.374,-2.4681e-07
33.438,-2.4671e-07
33.502,-2.4648e-07
33.565,-2.4642e-07
33.629,-2.4619e-07
33.703,-2.462e-07
33.767,-2.4585e-07
33.83,-2.4579e-07
33.895,-2.4571e-07
33.958,-2.4547e-07
34.021,-2.4541e-07
34.078,-2.4525e-07
34.142,-2.4506e-07
34.206,-2.4488e-07
34.27,-2.4475e-07
34.334,-2.4462e-07
34.4,-2.4448e-07
34.464,-2.4437e-07
34.527,-2.4425e-07
34.591,-2.441e-07
34.646,-2.4398e-07
34.71,-2.438e-07
34.773,-2.4379e-07
34.837,-2.4354e-07
34.9,-2.4338e-07
34.964,-2.4338e-07
35.021,-2.4307e-07
35.099,-2.4286e-07
35.161,-2.4269e-07
35.224,-2.4255e-07
35.281,-2.4244e-07
35.345,-2.4227e-07
35.408,-2.4215e-07
35.472,-2.4197e-07
35.535,-2.4164e-07
35.6,-2.4173e-07
35.656,-2.4143e-07
35.721,-2.4131e-07
35.796,-2.4134e-07
35.859,-2.4133e-07
35.922,-2.4112e-07
35.979,-2.4091e-07
36.043,-2.4085e-07
36.107,-2.4072e-07
36.163,-2.4062e-07
36.226,-2.4045e-07
36.283,-2.4025e-07
36.347,-2.4016e-07
36.411,-2.3998e-07
36.479,-2.3977e-07
36.541,-2.3967e-07
36.599,-2.3957e-07
36.654,-2.3933e-07
36.718,-2.3931e-07
36.774,-2.3922e-07
36.831,-2.3911e-07
36.896,-2.3894e-07
36.958,-2.3875e-07
37.016,-2.3874e-07
37.079,-2.3855e-07
37.155,-2.3843e-07
37.218,-2.3829e-07
37.281,-2.3811e-07
37.345,-2.3821e-07
37.409,-2.3792e-07
37.473,-2.3797e-07
37.537,-2.3785e-07
37.594,-2.3763e-07
37.658,-2.3752e-07
37.722,-2.3734e-07
37.786,-2.3732e-07
37.854,-2.3711e-07
37.916,-2.3683e-07
37.974,-2.3676e-07
38.029,-2.3671e-07
38.093,-2.3642e-07
38.148,-2.3633e-07
38.211,-2.3633e-07
38.275,-2.3613e-07
38.339,-2.3596e-07
38.403,-2.3602e-07
38.467,-2.3581e-07
38.534,-2.3563e-07
38.597,-2.3549e-07
38.654,-2.3537e-07
38.71,-2.3527e-07
38.767,-2.3514e-07
38.831,-2.3495e-07
38.895,-2.3487e-07
38.958,-2.3484e-07
39.016,-2.3453e-07
39.079,-2.3442e-07
39.136,-2.3421e-07
39.204,-2.3406e-07
39.267,-2.3403e-07
39.33,-2.3391e-07
39.394,-2.3386e-07
39.457,-2.3366e-07
39.513,-2.3358e-07
39.576,-2.3345e-07
39.632,-2.3338e-07
39.695,-2.3331e-07
39.759,-2.3321e-07
39.815,-2.3314e-07
39.891,-2.3304e-07
39.953,-2.3271e-07
40.017,-2.3264e-07
40.08,-2.3255e-07
40.145,-2.3239e-07
40.201,-2.3221e-07
40.265,-2.3227e-07
40.322,-2.3207e-07
40.386,-2.3215e-07
40.449,-2.3183e-07
40.507,-2.3167e-07
40.582,-2.3158e-07
40.645,-2.3143e-07
40.702,-2.3124e-07
40.766,-2.3106e-07
40.821,-2.3094e-07
40.885,-2.3078e-07
40.948,-2.3065e-07
41.005,-2.3069e-07
41.069,-2.3059e-07
41.126,-2.3063e-07
41.189,-2.3029e-07
41.264,-2.3013e-07
41.326,-2.3004e-07
41.391,-2.2985e-07
41.454,-2.2983e-07
41.519,-2.2995e-07
41.574,-2.2961e-07
41.631,-2.2961e-07
41.688,-2.2944e-07
41.744,-2.292e-07
41.807,-2.292e-07
41.871,-2.2903e-07
41.939,-2.2888e-07
42.003,-2.2863e-07
42.066,-2.2856e-07
42.13,-2.2847e-07
42.193,-2.2828e-07
42.25,-2.2811e-07
42.314,-2.2791e-07
42.378,-2.2786e-07
42.442,-2.2758e-07
42.506,-2.2758e-07
42.57,-2.2739e-07
42.637,-2.2723e-07
42.7,-2.2729e-07
42.757,-2.2718e-07
42.813,-2.2703e-07
42.877,-2.2712e-07
42.94,-2.2689e-07
43.003,-2.2678e-07
43.067,-2.2656e-07
43.124,-2.264e-07
43.188,-2.2642e-07
43.244,-2.2627e-07
43.319,-2.2618e-07
43.383,-2.2597e-07
43.446,-2.2578e-07
43.511,-2.2567e-07
43.574,-2.2567e-07
43.638,-2.2553e-07
43.701,-2.2531e-07
43.758,-2.2544e-07
43.822,-2.252e-07
43.879,-2.2515e-07
43.942,-2.2495e-07
44.017,-2.2493e-07
44.079,-2.2475e-07
44.143,-2.2471e-07
44.206,-2.2472e-07
44.27,-2.245e-07
44.326,-2.2432e-07
44.39,-2.2428e-07
44.447,-2.2416e-07
44.511,-2.2411e-07
44.573,-2.2391e-07
44.638,-2.2376e-07
44.713,-2.2366e-07
44.776,-2.2358e-07
44.84,-2.2365e-07
44.902,-2.2347e-07
44.96,-2.2327e-07
45.023,-2.2324e-07
45.08,-2.2303e-07
45.144,-2.2292e-07
45.206,-2.2286e-07
45.271,-2.2278e-07
45.333,-2.2268e-07
45.402,-2.2239e-07
45.465,-2.2245e-07
45.529,-2.2216e-07
45.593,-2.2191e-07
45.649,-2.2191e-07
45.714,-2.2196e-07
45.777,-2.219e-07
45.842,-2.2175e-07
45.905,-2.216e-07
45.963,-2.2148e-07
46.02,-2.2134e-07
46.094,-2.2103e-07
46.157,-2.2115e-07
46.221,-2.2097e-07
46.285,-2.2091e-07
46.349,-2.2071e-07
46.412,-2.2053e-07
46.476,-2.2042e-07
46.533,-2.2037e-07
46.597,-2.2024e-07
46.66,-2.2004e-07
46.717,-2.2001e-07
46.791,-2.1999e-07
46.854,-2.1981e-07
46.918,-2.1983e-07
46.98,-2.1963e-07
47.045,-2.1971e-07
47.101,-2.1946e-07
47.164,-2.1926e-07
47.22,-2.191e-07
47.283,-2.1908e-07
47.347,-2.1915e-07
47.409,-2.1896e-07
47.484,-2.1872e-07
47.547,-2.1868e-07
47.604,-2.1877e-07
47.668,-2.1863e-07
47.725,-2.1837e-07
47.782,-2.185e-07
47.838,-2.1813e-07
47.901,-2.1809e-07
47.965,-2.1814e-07
48.022,-2.1802e-07
48.086,-2.1791e-07
48.163,-2.178e-07
48.226,-2.1759e-07
48.282,-2.175e-07
48.347,-2.1744e-07
48.41,-2.1714e-07
48.475,-2.1717e-07
48.538,-2.171e-07
48.603,-2.1703e-07
48.659,-2.1682e-07
48.724,-2.1671e-07
48.779,-2.1654e-07
48.848,-2.1643e-07
48.911,-2.1615e-07
48.975,-2.1623e-07
49.039,-2.1615e-07
49.103,-2.161e-07
49.16,-2.1584e-07
49.224,-2.158e-07
49.287,-2.1568e-07
49.344,-2.1545e-07
49.407,-2.1542e-07
49.471,-2.154e-07
49.545,-2.1532e-07
49.608,-2.1528e-07
49.665,-2.1522e-07
49.729,-2.151e-07
49.792,-2.1496e-07
49.856,-2.1486e-07
49.913,-2.1484e-07
49.978,-2.1466e-07
50.041,-2.1455e-07
50.105,-2.1442e-07
50.169,-2.1446e-07
50.243,-2.1421e-07
50.307,-2.1406e-07
50.37,-2.1406e-07
50.427,-2.1388e-07
50.491,-2.1374e-07
50.548,-2.1387e-07
50.611,-2.1385e-07
50.676,-2.1356e-07
50.739,-2.1347e-07
50.803,-2.1343e-07
50.859,-2.1337e-07
50.935,-2.1316e-07
50.998,-2.1306e-07
51.054,-2.1291e-07
51.117,-2.1271e-07
51.181,-2.1273e-07
51.243,-2.1263e-07
51.308,-2.1273e-07
51.37,-2.1242e-07
51.428,-2.1234e-07
51.491,-2.1236e-07
51.549,-2.1216e-07
51.623,-2.1216e-07
51.686,-2.12e-07
51.75,-2.1196e-07
51.813,-2.1189e-07
51.878,-2.1183e-07
51.941,-2.1157e-07
51.998,-2.1156e-07
52.062,-2.115e-07
52.126,-2.116e-07
52.184,-2.1136e-07
52.247,-2.1133e-07
52.322,-2.1106e-07
52.386,-2.11e-07
52.449,-2.111e-07
52.513,-2.1084e-07
52.576,-2.107e-07
52.633,-2.1054e-07
52.697,-2.1058e-07
52.754,-2.1048e-07
52.817,-2.1042e-07
52.881,-2.1026e-07
52.943,-2.0996e-07
53.019,-2.1005e-07
53.081,-2.1015e-07
53.145,-2.0989e-07
53.208,-2.0991e-07
53.265,-2.0969e-07
53.328,-2.0956e-07
53.385,-2.0952e-07
53.447,-2.0946e-07
53.512,-2.0933e-07
53.575,-2.0922e-07
53.64,-2.0911e-07
53.707,-2.0895e-07
53.771,-2.0889e-07
53.834,-2.0874e-07
53.897,-2.0864e-07
53.953,-2.0848e-07
54.017,-2.0832e-07
54.081,-2.0825e-07
54.145,-2.0821e-07
54.208,-2.0816e-07
54.271,-2.0811e-07
54.328,-2.0812e-07
54.405,-2.0802e-07
54.468,-2.0782e-07
54.524,-2.0776e-07
54.589,-2.0763e-07
54.645,-2.0756e-07
54.708,-2.0747e-07
54.771,-2.0732e-07
54.828,-2.072e-07
54.893,-2.0717e-07
54.956,-2.0711e-07
55.014,-2.0707e-07
55.088,-2.0687e-07
55.15,-2.0686e-07
55.214,-2.0667e-07
55.277,-2.0652e-07
55.341,-2.0643e-07
55.405,-2.0644e-07
55.461,-2.0651e-07
55.523,-2.0634e-07
55.581,-2.0621e-07
55.645,-2.0622e-07
55.702,-2.0613e-07
55.776,-2.0607e-07
55.839,-2.06e-07
55.902,-2.0571e-07
55.967,-2.0579e-07
56.022,-2.0566e-07
56.086,-2.0551e-07
56.144,-2.0539e-07
56.207,-2.0528e-07
56.27,-2.0537e-07
56.334,-2.0514e-07
56.397,-2.0505e-07
56.466,-2.0499e-07
56.529,-2.0485e-07
56.593,-2.0475e-07
56.655,-2.0477e-07
56.713,-2.0464e-07
56.776,-2.046e-07
56.84,-2.0449e-07
56.903,-2.0413e-07
56.966,-2.0427e-07
57.03,-2.0412e-07
57.086,-2.041e-07
57.16,-2.0402e-07
57.223,-2.0416e-07
