time,current
0,0
0.0058594,-9.8825e-08
0.068359,-5.3587e-08
0.13184,-5.1355e-08
0.19531,-5.1645e-08
0.25293,-5.3067e-08
0.31641,-5.4923e-08
0.37988,-5.6718e-08
0.4375,-5.8687e-08
0.49414,-6.0958e-08
0.55762,-6.3211e-08
0.62109,-6.5474e-08
0.69629,-6.8169e-08
0.75977,-7.0529e-08
0.82324,-7.3144e-08
0.88672,-7.5428e-08
0.95117,-7.7738e-08
1.0146,-7.9944e-08
1.0713,-8.2064e-08
1.1279,-8.4613e-08
1.1914,-8.6742e-08
1.249,-8.9081e-08
1.3125,-9.1379e-08
1.3867,-9.4013e-08
1.4502,-9.6257e-08
1.5137,-9.8309e-08
1.5713,-1.0067e-07
1.6348,-1.0297e-07
1.6982,-1.0507e-07
1.7617,-1.0741e-07
1.8262,-1.0964e-07
1.8896,-1.1162e-07
1.9473,-1.1348e-07
2.0107,-1.1546e-07
2.085,-1.1795e-07
2.1475,-1.2007e-07
2.21,-1.2184e-07
2.2676,-1.2371e-07
2.3311,-1.2573e-07
2.3945,-1.2734e-07
2.4521,-1.2895e-07
2.5088,-1.3047e-07
2.5654,-1.3214e-07
2.623,-1.3384e-07
2.6865,-1.3572e-07
2.7617,-1.3781e-07
2.8242,-1.3943e-07
2.8867,-1.4116e-07
2.9512,-1.4271e-07
3.0068,-1.4422e-07
3.0625,-1.4583e-07
3.127,-1.4739e-07
3.1836,-1.4877e-07
3.2402,-1.5035e-07
3.3047,-1.5173e-07
3.3613,-1.5304e-07
3.4365,-1.5472e-07
3.5,-1.5616e-07
3.5635,-1.5768e-07
3.627,-1.5894e-07
3.6914,-1.6022e-07
3.7549,-1.6172e-07
3.8184,-1.6287e-07
3.876,-1.6412e-07
3.9326,-1.6534e-07
3.9883,-1.6634e-07
4.0527,-1.6753e-07
4.1191,-1.6891e-07
4.1826,-1.7004e-07
4.2393,-1.7093e-07
4.3037,-1.7201e-07
4.3594,-1.732e-07
4.416,-1.7427e-07
4.4805,-1.7539e-07
4.5361,-1.7637e-07
4.5996,-1.7747e-07
4.6641,-1.7834e-07
4.7197,-1.7918e-07
4.7939,-1.8054e-07
4.8574,-1.8155e-07
4.9131,-1.824e-07
4.9766,-1.8313e-07
5.04,-1.8423e-07
5.1025,-1.8494e-07
5.167,-1.8568e-07
5.2305,-1.8654e-07
5.2871,-1.8761e-07
5.3516,-1.883e-07
5.4082,-1.891e-07
5.4834,-1.8977e-07
5.5469,-1.9066e-07
5.6104,-1.9144e-07
5.667,-1.9229e-07
5.7305,-1.9308e-07
5.7939,-1.9371e-07
5.8506,-1.9449e-07
5.915,-1.9536e-07
5.9717,-1.959e-07
6.0352,-1.9631e-07
6.0986,-1.9687e-07
6.1738,-1.9767e-07
6.2363,-1.9809e-07
6.3008,-1.9877e-07
6.3643,-1.9927e-07
6.4209,-1.9989e-07
6.4785,-2.0012e-07
6.5352,-2.0091e-07
6.5986,-2.016e-07
6.6621,-2.0228e-07
6.7266,-2.0274e-07
6.79,-2.0327e-07
6.8652,-2.0408e-07
6.9277,-2.0471e-07
6.9922,-2.0508e-07
7.0488,-2.0558e-07
7.1055,-2.0593e-07
7.1631,-2.0628e-07
7.2197,-2.0674e-07
7.2832,-2.0732e-07
7.3467,-2.0753e-07
7.4043,-2.0796e-07
7.4678,-2.0849e-07
7.542,-2.0915e-07
7.6055,-2.0932e-07
7.6689,-2.0972e-07
7.7266,-2.1008e-07
7.79,-2.1055e-07
7.8535,-2.1086e-07
7.9111,-2.1125e-07
7.9678,-2.1144e-07
8.0234,-2.1175e-07
8.0879,-2.1199e-07
8.1436,-2.1251e-07
8.2178,-2.1263e-07
8.2812,-2.1291e-07
8.3438,-2.1343e-07
8.4082,-2.1377e-07
8.4717,-2.1426e-07
8.5293,-2.1452e-07
8.5928,-2.1498e-07
8.6562,-2.149e-07
8.7197,-2.1519e-07
8.7832,-2.1553e-07
8.8467,-2.1545e-07
8.915,-2.1591e-07
8.9785,-2.1624e-07
9.042,-2.1654e-07
9.1055,-2.1679e-07
9.1631,-2.1708e-07
9.2266,-2.1725e-07
9.29,-2.174e-07
9.3535,-2.1769e-07
9.417,-2.1789e-07
9.4805,-2.18e-07
9.5381,-2.1817e-07
9.6162,-2.1826e-07
9.6787,-2.1882e-07
9.7363,-2.1917e-07
9.7988,-2.1916e-07
9.8633,-2.1899e-07
9.9268,-2.1908e-07
9.9902,-2.194e-07
