time,current
0,0
0.0058594,-1.6305e-07
0.068359,-1.483e-07
0.13281,-1.9867e-07
0.19629,-2.5654e-07
0.25195,-3.2874e-07
0.31543,-4.046e-07
0.37891,-4.744e-07
0.43555,-5.4215e-07
0.49316,-6.1503e-07
0.55664,-6.8266e-07
0.62012,-7.3837e-07
0.6875,-8.022e-07
0.75,-8.4627e-07
0.80762,-8.8581e-07
0.86426,-9.2444e-07
0.92773,-9.5803e-07
0.99219,-9.8766e-07
1.0557,-1.0106e-06
1.1133,-1.0323e-06
1.3135,-1.0796e-06
1.376,-1.0918e-06
1.4404,-1.1002e-06
1.5078,-1.1104e-06
1.5703,-1.1165e-06
1.6279,-1.1223e-06
1.6846,-1.1276e-06
1.748,-1.1308e-06
1.8057,-1.1336e-06
1.8613,-1.1366e-06
1.9238,-1.1389e-06
1.9883,-1.1395e-06
2.0518,-1.1404e-06
2.1162,-1.1408e-06
2.1914,-1.1411e-06
2.2539,-1.1412e-06
2.3164,-1.1403e-06
2.3809,-1.139e-06
2.4443,-1.1382e-06
2.5078,-1.1368e-06
2.5654,-1.136e-06
2.6289,-1.1336e-06
2.6924,-1.1319e-06
2.7559,-1.1298e-06
2.8193,-1.1271e-06
2.8945,-1.1247e-06
2.957,-1.1225e-06
3.0215,-1.1198e-06
3.085,-1.1173e-06
3.1475,-1.1145e-06
3.2119,-1.1123e-06
3.2686,-1.1097e-06
3.332,-1.107e-06
3.3945,-1.1038e-06
3.459,-1.1012e-06
3.5225,-1.0982e-06
3.5908,-1.0954e-06
3.6533,-1.0929e-06
3.7178,-1.0892e-06
3.7812,-1.0866e-06
3.8379,-1.084e-06
3.9014,-1.081e-06
3.9648,-1.0776e-06
4.0283,-1.0747e-06
4.0918,-1.0715e-06
4.1553,-1.0691e-06
4.2119,-1.0662e-06
4.2881,-1.0626e-06
4.3506,-1.0598e-06
4.4082,-1.057e-06
4.4717,-1.0537e-06
4.5352,-1.0504e-06
4.5986,-1.0474e-06
4.6621,-1.0444e-06
4.7266,-1.0413e-06
4.79,-1.0386e-06
4.8467,-1.0363e-06
4.9043,-1.0337e-06
4.9717,-1.0303e-06
5.0342,-1.0275e-06
5.0986,-1.025e-06
5.1621,-1.022e-06
5.2256,-1.019e-06
5.2891,-1.0163e-06
5.3467,-1.0139e-06
5.4033,-1.01e-06
5.4668,-1.0073e-06
5.5293,-1.0046e-06
5.5869,-1.0028e-06
5.7412,-9.9855e-07
5.8047,-9.9407e-07
5.8682,-9.9086e-07
5.9258,-9.8761e-07
5.9893,-9.8501e-07
6.0527,-9.8306e-07
