block_id,kernel,log_loss,matching,target_delay_s,task,top1_accuracy,trials,centre_s,separation_s
1,linear_erlang_v1,1.019393261038104,pilot_rms,7.5,four_event_interval_attribution,0.890625,64,,
2,linear_erlang_v1,1.288640569673881,pilot_rms,12.5,four_event_interval_attribution,0.578125,64,,
3,linear_erlang_v1,1.4483835993201497,pilot_rms,17.5,four_event_interval_attribution,0.34375,64,,
4,linear_erlang_v1,1.4762273597310132,pilot_rms,22.5,four_event_interval_attribution,0.359375,64,,
5,linear_erlang_v1,1.4897086818219951,pilot_rms,27.5,four_event_interval_attribution,0.140625,64,,
6,linear_erlang_v1,1.4905568808064185,pilot_rms,35.0,four_event_interval_attribution,0.046875,64,,
7,linear_erlang_v1,1.4850392659329632,pilot_rms,45.0,four_event_interval_attribution,0.0,64,,
0,linear_erlang_v1,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,10.0,2.0
1,linear_erlang_v1,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,10.0,6.0
2,linear_erlang_v1,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,10.0,10.0
3,linear_erlang_v1,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,20.0,2.0
4,linear_erlang_v1,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,20.0,6.0
5,linear_erlang_v1,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,20.0,10.0
6,linear_erlang_v1,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,30.0,2.0
7,linear_erlang_v1,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,30.0,6.0
8,linear_erlang_v1,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,30.0,10.0
9,linear_erlang_v1,1.3243852240094253e-09,pilot_rms,,two_cue_temporal_order,1.0,64,40.0,2.0
10,linear_erlang_v1,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,40.0,6.0
11,linear_erlang_v1,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,40.0,10.0
0,abstract_gamma_k3,1.1699052540842882,pilot_rms,2.5,four_event_interval_attribution,0.65625,64,,
1,abstract_gamma_k3,1.0186910132158873,pilot_rms,7.5,four_event_interval_attribution,0.890625,64,,
2,abstract_gamma_k3,1.2877224952756798,pilot_rms,12.5,four_event_interval_attribution,0.578125,64,,
3,abstract_gamma_k3,1.4481092947149836,pilot_rms,17.5,four_event_interval_attribution,0.34375,64,,
4,abstract_gamma_k3,1.4762466575998656,pilot_rms,22.5,four_event_interval_attribution,0.359375,64,,
5,abstract_gamma_k3,1.4898814234863131,pilot_rms,27.5,four_event_interval_attribution,0.140625,64,,
6,abstract_gamma_k3,1.490815165774525,pilot_rms,35.0,four_event_interval_attribution,0.046875,64,,
7,abstract_gamma_k3,1.4852947524589128,pilot_rms,45.0,four_event_interval_attribution,0.0,64,,
0,abstract_gamma_k3,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,10.0,2.0
1,abstract_gamma_k3,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,10.0,6.0
2,abstract_gamma_k3,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,10.0,10.0
3,abstract_gamma_k3,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,20.0,2.0
4,abstract_gamma_k3,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,20.0,6.0
5,abstract_gamma_k3,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,20.0,10.0
6,abstract_gamma_k3,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,30.0,2.0
7,abstract_gamma_k3,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,30.0,6.0
8,abstract_gamma_k3,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,30.0,10.0
9,abstract_gamma_k3,3.4406120227617866e-08,pilot_rms,,two_cue_temporal_order,1.0,64,40.0,2.0
10,abstract_gamma_k3,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,40.0,6.0
11,abstract_gamma_k3,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,40.0,10.0
0,post_peak_decay_matched_exponential,0.9076239437639066,pilot_rms,2.5,four_event_interval_attribution,0.9375,64,,
1,post_peak_decay_matched_exponential,1.0549730852028227,pilot_rms,7.5,four_event_interval_attribution,0.734375,64,,
2,post_peak_decay_matched_exponential,1.2473537329323712,pilot_rms,12.5,four_event_interval_attribution,0.4375,64,,
3,post_peak_decay_matched_exponential,1.3524847951060048,pilot_rms,17.5,four_event_interval_attribution,0.328125,64,,
4,post_peak_decay_matched_exponential,1.419749610720566,pilot_rms,22.5,four_event_interval_attribution,0.328125,64,,
5,post_peak_decay_matched_exponential,1.479789415040721,pilot_rms,27.5,four_event_interval_attribution,0.140625,64,,
6,post_peak_decay_matched_exponential,1.596117145656388,pilot_rms,35.0,four_event_interval_attribution,0.03125,64,,
7,post_peak_decay_matched_exponential,1.6147053656643235,pilot_rms,45.0,four_event_interval_attribution,0.0,64,,
0,post_peak_decay_matched_exponential,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,10.0,2.0
1,post_peak_decay_matched_exponential,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,10.0,6.0
2,post_peak_decay_matched_exponential,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,10.0,10.0
3,post_peak_decay_matched_exponential,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,20.0,2.0
4,post_peak_decay_matched_exponential,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,20.0,6.0
5,post_peak_decay_matched_exponential,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,20.0,10.0
6,post_peak_decay_matched_exponential,1.1605300054284875e-15,pilot_rms,,two_cue_temporal_order,1.0,64,30.0,2.0
7,post_peak_decay_matched_exponential,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,30.0,6.0
8,post_peak_decay_matched_exponential,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,30.0,10.0
9,post_peak_decay_matched_exponential,2.3752639059430383e-09,pilot_rms,,two_cue_temporal_order,1.0,64,40.0,2.0
10,post_peak_decay_matched_exponential,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,40.0,6.0
11,post_peak_decay_matched_exponential,0.0,pilot_rms,,two_cue_temporal_order,1.0,64,40.0,10.0
