condition,seed,eta,aulc,final_reward
device_unsigned,1004,10.0,0.08,0.09
device_unsigned,1005,10.0,0.08,0.07
device_unsigned,1006,10.0,0.06,0.07
device_unsigned,1007,10.0,0.08333333333333333,0.09
device_unsigned,1008,10.0,0.043333333333333335,0.06
device_unsigned,1009,10.0,0.08333333333333333,0.1
device_unsigned,1010,10.0,0.05333333333333334,0.04
device_unsigned,1011,10.0,0.07666666666666666,0.07
device_unsigned,1012,10.0,0.06,0.06
device_unsigned,1013,10.0,0.07,0.08
device_unsigned,1014,10.0,0.06666666666666667,0.06
device_unsigned,1015,10.0,0.043333333333333335,0.06
device_unsigned,1016,10.0,0.1,0.15
device_unsigned,1017,10.0,0.056666666666666664,0.05
device_unsigned,1018,10.0,0.04666666666666667,0.05
device_unsigned,1019,10.0,0.08666666666666667,0.08
device_unsigned,1000,100.0,0.07666666666666666,0.11
device_unsigned,1001,100.0,0.07333333333333333,0.07
device_unsigned,1002,100.0,0.056666666666666664,0.04
device_unsigned,1003,100.0,0.07666666666666666,0.1
device_unsigned,1004,100.0,0.08666666666666667,0.09
device_unsigned,1005,100.0,0.08,0.07
device_unsigned,1006,100.0,0.056666666666666664,0.06
device_unsigned,1007,100.0,0.08333333333333333,0.09
device_unsigned,1008,100.0,0.043333333333333335,0.06
device_unsigned,1009,100.0,0.07,0.1
device_unsigned,1010,100.0,0.06333333333333334,0.09
device_unsigned,1011,100.0,0.06333333333333334,0.03
device_unsigned,1012,100.0,0.06,0.06
device_unsigned,1013,100.0,0.06333333333333334,0.06
device_unsigned,1014,100.0,0.07,0.07
device_unsigned,1015,100.0,0.03666666666666667,0.03
device_unsigned,1016,100.0,0.1,0.15
device_unsigned,1017,100.0,0.06,0.06
device_unsigned,1018,100.0,0.04,0.03
device_unsigned,1019,100.0,0.08,0.06
device_no_negative,1000,0.0001,0.06,0.06
device_no_negative,1001,0.0001,0.043333333333333335,0.04
device_no_negative,1002,0.0001,0.06,0.08
device_no_negative,1003,0.0001,0.04666666666666667,0.05
device_no_negative,1004,0.0001,0.11333333333333333,0.11
device_no_negative,1005,0.0001,0.07666666666666666,0.08
device_no_negative,1006,0.0001,0.043333333333333335,0.06
device_no_negative,1007,0.0001,0.06333333333333334,0.08
device_no_negative,1008,0.0001,0.09,0.09
device_no_negative,1009,0.0001,0.03666666666666667,0.02
device_no_negative,1010,0.0001,0.05333333333333334,0.07
device_no_negative,1011,0.0001,0.06333333333333334,0.05
device_no_negative,1012,0.0001,0.07333333333333333,0.08
device_no_negative,1013,0.0001,0.07666666666666666,0.06
device_no_negative,1014,0.0001,0.08,0.04
device_no_negative,1015,0.0001,0.04666666666666667,0.03
device_no_negative,1016,0.0001,0.07333333333333333,0.07
device_no_negative,1017,0.0001,0.05333333333333334,0.03
device_no_negative,1018,0.0001,0.03,0.01
device_no_negative,1019,0.0001,0.07333333333333333,0.09
device_no_negative,1000,0.001,0.08,0.07
device_no_negative,1001,0.001,0.06333333333333334,0.03
device_no_negative,1002,0.001,0.06333333333333334,0.1
device_no_negative,1003,0.001,0.03666666666666667,0.05
device_no_negative,1004,0.001,0.08333333333333333,0.05
device_no_negative,1005,0.001,0.06,0.07
device_no_negative,1006,0.001,0.07,0.08
device_no_negative,1007,0.001,0.06333333333333334,0.07
device_no_negative,1008,0.001,0.06,0.08
device_no_negative,1009,0.001,0.09,0.07
device_no_negative,1010,0.001,0.07333333333333333,0.05
device_no_negative,1011,0.001,0.05333333333333334,0.05
device_no_negative,1012,0.001,0.07,0.04
device_no_negative,1013,0.001,0.06666666666666667,0.07
device_no_negative,1014,0.001,0.09333333333333334,0.07
device_no_negative,1015,0.001,0.04666666666666667,0.06
device_no_negative,1016,0.001,0.07,0.05
device_no_negative,1017,0.001,0.056666666666666664,0.05
device_no_negative,1018,0.001,0.06666666666666667,0.03
device_no_negative,1019,0.001,0.06,0.04
device_no_negative,1000,0.01,0.06666666666666667,0.1
device_no_negative,1001,0.01,0.09,0.09
device_no_negative,1002,0.01,0.07333333333333333,0.1
device_no_negative,1003,0.01,0.08666666666666667,0.1
device_no_negative,1004,0.01,0.09333333333333334,0.09
device_no_negative,1005,0.01,0.06,0.06
device_no_negative,1006,0.01,0.056666666666666664,0.08
device_no_negative,1007,0.01,0.07666666666666666,0.12
device_no_negative,1008,0.01,0.07666666666666666,0.05
device_no_negative,1009,0.01,0.08666666666666667,0.1
device_no_negative,1010,0.01,0.08,0.08
device_no_negative,1011,0.01,0.10666666666666667,0.11
device_no_negative,1012,0.01,0.09333333333333334,0.08
device_no_negative,1013,0.01,0.06666666666666667,0.08
device_no_negative,1014,0.01,0.09,0.12
device_no_negative,1015,0.01,0.056666666666666664,0.06
device_no_negative,1016,0.01,0.09666666666666666,0.15
device_no_negative,1017,0.01,0.08,0.11
device_no_negative,1018,0.01,0.04666666666666667,0.07
device_no_negative,1019,0.01,0.06333333333333334,0.08
device_no_negative,1000,0.03,0.12,0.11
device_no_negative,1001,0.03,0.12666666666666668,0.17
device_no_negative,1002,0.03,0.11666666666666667,0.12
device_no_negative,1003,0.03,0.12,0.13
device_no_negative,1004,0.03,0.12,0.15
device_no_negative,1005,0.03,0.11333333333333333,0.08
device_no_negative,1006,0.03,0.12,0.09
device_no_negative,1007,0.03,0.08333333333333333,0.1
device_no_negative,1008,0.03,0.13333333333333333,0.17
device_no_negative,1009,0.03,0.16,0.19
device_no_negative,1010,0.03,0.21,0.3
device_no_negative,1011,0.03,0.19666666666666666,0.34
device_no_negative,1012,0.03,0.07333333333333333,0.14
device_no_negative,1013,0.03,0.22666666666666666,0.28
device_no_negative,1014,0.03,0.10333333333333333,0.12
device_no_negative,1015,0.03,0.09,0.14
device_no_negative,1016,0.03,0.12666666666666668,0.14
device_no_negative,1017,0.03,0.16666666666666666,0.28
device_no_negative,1018,0.03,0.14666666666666667,0.2
device_no_negative,1019,0.03,0.14333333333333334,0.16
device_no_negative,1000,0.1,0.1,0.07
device_no_negative,1001,0.1,0.07666666666666666,0.05
device_no_negative,1002,0.1,0.11666666666666667,0.11
device_no_negative,1003,0.1,0.12666666666666668,0.14
device_no_negative,1004,0.1,0.06,0.09
device_no_negative,1005,0.1,0.11,0.16
device_no_negative,1006,0.1,0.08333333333333333,0.06
device_no_negative,1007,0.1,0.10333333333333333,0.07
device_no_negative,1008,0.1,0.13666666666666666,0.25
device_no_negative,1009,0.1,0.13666666666666666,0.08
device_no_negative,1010,0.1,0.07666666666666666,0.09
device_no_negative,1011,0.1,0.08666666666666667,0.1
device_no_negative,1012,0.1,0.15,0.12
device_no_negative,1013,0.1,0.08333333333333333,0.05
device_no_negative,1014,0.1,0.09333333333333334,0.08
device_no_negative,1015,0.1,0.07,0.07
device_no_negative,1016,0.1,0.10333333333333333,0.09
device_no_negative,1017,0.1,0.12333333333333334,0.1
device_no_negative,1018,0.1,0.14666666666666667,0.22
device_no_negative,1019,0.1,0.15666666666666668,0.16
device_no_negative,1000,0.3,0.10333333333333333,0.17
device_no_negative,1001,0.3,0.08333333333333333,0.11
device_no_negative,1002,0.3,0.056666666666666664,0.03
device_no_negative,1003,0.3,0.06,0.04
device_no_negative,1004,0.3,0.08,0.03
device_no_negative,1005,0.3,0.07666666666666666,0.08
device_no_negative,1006,0.3,0.18333333333333332,0.2
device_no_negative,1007,0.3,0.06,0.07
device_no_negative,1008,0.3,0.05,0.05
device_no_negative,1009,0.3,0.12,0.12
device_no_negative,1010,0.3,0.056666666666666664,0.05
device_no_negative,1011,0.3,0.13,0.16
device_no_negative,1012,0.3,0.06,0.07
device_no_negative,1013,0.3,0.05333333333333334,0.02
device_no_negative,1014,0.3,0.043333333333333335,0.06
device_no_negative,1015,0.3,0.056666666666666664,0.08
device_no_negative,1016,0.3,0.08,0.06
device_no_negative,1017,0.3,0.06666666666666667,0.07
device_no_negative,1018,0.3,0.06333333333333334,0.06
device_no_negative,1019,0.3,0.07,0.08
device_no_negative,1000,1.0,0.06,0.06
device_no_negative,1001,1.0,0.08333333333333333,0.12
device_no_negative,1002,1.0,0.056666666666666664,0.07
device_no_negative,1003,1.0,0.05333333333333334,0.05
device_no_negative,1004,1.0,0.07333333333333333,0.06
device_no_negative,1005,1.0,0.05333333333333334,0.03
device_no_negative,1006,1.0,0.07,0.07
device_no_negative,1007,1.0,0.08,0.08
device_no_negative,1008,1.0,0.09666666666666666,0.11
device_no_negative,1009,1.0,0.07333333333333333,0.07
device_no_negative,1010,1.0,0.06,0.03
device_no_negative,1011,1.0,0.05,0.05
device_no_negative,1012,1.0,0.04666666666666667,0.05
device_no_negative,1013,1.0,0.10666666666666667,0.11
device_no_negative,1014,1.0,0.07,0.1
device_no_negative,1015,1.0,0.06333333333333334,0.06
device_no_negative,1016,1.0,0.09,0.06
device_no_negative,1017,1.0,0.08333333333333333,0.06
device_no_negative,1018,1.0,0.04,0.03
device_no_negative,1019,1.0,0.06333333333333334,0.07
device_no_negative,1000,3.0,0.07666666666666666,0.03
device_no_negative,1001,3.0,0.06,0.03
device_no_negative,1002,3.0,0.06333333333333334,0.07
device_no_negative,1003,3.0,0.05333333333333334,0.05
device_no_negative,1004,3.0,0.07333333333333333,0.06
device_no_negative,1005,3.0,0.05333333333333334,0.03
device_no_negative,1006,3.0,0.07,0.06
device_no_negative,1007,3.0,0.08,0.08
device_no_negative,1008,3.0,0.08666666666666667,0.12
device_no_negative,1009,3.0,0.07333333333333333,0.07
device_no_negative,1010,3.0,0.07,0.05
device_no_negative,1011,3.0,0.05,0.05
device_no_negative,1012,3.0,0.04666666666666667,0.05
device_no_negative,1013,3.0,0.06333333333333334,0.05
device_no_negative,1014,3.0,0.06666666666666667,0.09
device_no_negative,1015,3.0,0.06,0.1
device_no_negative,1016,3.0,0.06,0.03
device_no_negative,1017,3.0,0.08333333333333333,0.07
device_no_negative,1018,3.0,0.04,0.03
device_no_negative,1019,3.0,0.06333333333333334,0.07
device_no_negative,1000,10.0,0.07666666666666666,0.03
device_no_negative,1001,10.0,0.06,0.03
device_no_negative,1002,10.0,0.06333333333333334,0.07
device_no_negative,1003,10.0,0.05333333333333334,0.05
device_no_negative,1004,10.0,0.07333333333333333,0.06
device_no_negative,1005,10.0,0.05333333333333334,0.03
device_no_negative,1006,10.0,0.07,0.06
device_no_negative,1007,10.0,0.08,0.08
device_no_negative,1008,10.0,0.08666666666666667,0.12
device_no_negative,1009,10.0,0.07333333333333333,0.07
device_no_negative,1010,10.0,0.07,0.05
device_no_negative,1011,10.0,0.05,0.05
device_no_negative,1012,10.0,0.04666666666666667,0.05
device_no_negative,1013,10.0,0.06333333333333334,0.05
device_no_negative,1014,10.0,0.06666666666666667,0.09
device_no_negative,1015,10.0,0.06,0.1
device_no_negative,1016,10.0,0.06,0.03
device_no_negative,1017,10.0,0.08333333333333333,0.07
device_no_negative,1018,10.0,0.04,0.03
device_no_negative,1019,10.0,0.06333333333333334,0.07
device_no_negative,1000,100.0,0.07666666666666666,0.03
device_no_negative,1001,100.0,0.06,0.03
device_no_negative,1002,100.0,0.06333333333333334,0.07
device_no_negative,1003,100.0,0.05333333333333334,0.05
device_no_negative,1004,100.0,0.07333333333333333,0.06
device_no_negative,1005,100.0,0.05333333333333334,0.03
device_no_negative,1006,100.0,0.07,0.06
device_no_negative,1007,100.0,0.08,0.08
device_no_negative,1008,100.0,0.08666666666666667,0.12
device_no_negative,1009,100.0,0.07333333333333333,0.07
device_no_negative,1010,100.0,0.07,0.05
device_no_negative,1011,100.0,0.05,0.05
device_no_negative,1012,100.0,0.04666666666666667,0.05
device_no_negative,1013,100.0,0.06333333333333334,0.05
device_no_negative,1014,100.0,0.06666666666666667,0.09
device_no_negative,1015,100.0,0.06,0.1
device_no_negative,1016,100.0,0.06,0.03
device_no_negative,1017,100.0,0.08333333333333333,0.07
device_no_negative,1018,100.0,0.04,0.03
device_no_negative,1019,100.0,0.06333333333333334,0.07
