cascade_depth,drive_amplitude,duration_s,linear_finite_pulse_peak_s,linear_impulse_peak_s,linear_numerical_peak_s,linear_peak_relative_error,physical_numerical_peak_s,physical_peak_occupancy_fraction,physical_peak_relative_departure,physical_small_signal_peak_s,rho_alpha_tau_leak,tau_leak_s,tau_r_s,v_max,v_max_shape_invariance,voltage_v
3,1.0,0.3,14.622050186418376,14.471531931245746,14.61,0.0008241105908369092,39.910000000000004,0.02593723186387808,0.0022499999999999075,40.0,1.764047385587097,20.0,34.01269177360066,0.5,True,0.5
3,1.0,0.3,14.622050186418376,14.471531931245746,14.61,0.0008241105908369092,39.910000000000004,0.02593723186387808,0.0022499999999999075,40.0,1.764047385587097,20.0,34.01269177360066,1.0,True,0.5
3,1.0,0.3,14.622050186418376,14.471531931245746,14.61,0.0008241105908369092,39.910000000000004,0.02593723186387808,0.0022499999999999075,40.0,1.764047385587097,20.0,34.01269177360066,2.0,True,0.5
4,1.0,0.05,17.924435595069056,17.899423955961474,17.91,0.0008053584165867506,59.79,0.0166910653295987,0.0035000000000000144,60.0,2.352063180782796,20.0,34.01269177360066,0.5,True,0.5
4,1.0,0.05,17.924435595069056,17.899423955961474,17.91,0.0008053584165867506,59.79,0.0166910653295987,0.0035000000000000144,60.0,2.352063180782796,20.0,34.01269177360066,1.0,True,0.5
4,1.0,0.05,17.924435595069056,17.899423955961474,17.91,0.0008053584165867506,59.79,0.0166910653295987,0.0035000000000000144,60.0,2.352063180782796,20.0,34.01269177360066,2.0,True,0.5
4,1.0,0.3,18.04984296189764,17.899423955961474,18.04,0.0005453211930108031,58.9,0.08810475342077544,0.018333333333333358,60.0,2.352063180782796,20.0,34.01269177360066,0.5,True,0.5
4,1.0,0.3,18.04984296189764,17.899423955961474,18.04,0.0005453211930108031,58.9,0.08810475342077544,0.018333333333333358,60.0,2.352063180782796,20.0,34.01269177360066,1.0,True,0.5
4,1.0,0.3,18.04984296189764,17.899423955961474,18.04,0.0005453211930108031,58.9,0.08810475342077544,0.018333333333333358,60.0,2.352063180782796,20.0,34.01269177360066,2.0,True,0.5
2,1.0,0.05,0.9301896570653345,0.9049594558854315,0.92,0.010954386546805884,1.02,0.005136317888774488,0.020000000000000018,1.0,0.10502188081075825,1.0,19.0436505665315,0.5,True,0.7
